Date,Forecast,Lower Confidence Bound (85%),Upper Confidence Bound (85%)
2023-01-01,34.085135862349716,-6.741659712648466,73.9786813027286
2023-01-02,55.20934011785733,13.365507169099772,94.45244921519681
2023-01-03,56.00041663944579,14.98810208514636,95.0752213587959
2023-01-04,52.215354366982204,12.075347362330131,90.16991070790749
2023-01-05,55.765974931170774,18.120485843407703,95.20170601607565
2023-01-06,52.566565702633135,11.269044745219643,91.32679576045624
2023-01-07,36.00099932855501,-4.856839752502043,76.37300573819826
2023-01-08,34.66928833492045,-5.704258516403307,69.54219820372512
2023-01-09,56.4852310283916,15.475114816869665,95.40189546303947
2023-01-10,57.291242819070106,17.904832344689243,94.486445916347
2023-01-11,53.37081059038228,16.757650939714974,97.79720539617048
2023-01-12,57.02685896987066,20.743765129331344,96.36229730289175
2023-01-13,53.712465625825594,12.68764136823721,91.86210097311775
2023-01-14,36.60049670405445,-0.3643271060905711,75.39905104136048
2023-01-15,36.622252758371374,1.1503264416139685,76.24813881649088
2023-01-16,59.136193012335525,21.935893592824502,98.42041977619526
2023-01-17,59.96339919459632,17.26018350892153,99.0084910948972
2023-01-18,55.913856132239786,15.449055369947455,94.61985846839173
2023-01-19,59.68159144955153,17.206116649327527,98.19061375959907
2023-01-20,56.25847311253468,18.33471838531653,96.49261143393637
2023-01-21,37.16456005255484,-1.473703102312958,79.67892943613806
2023-01-22,35.73129119915642,-4.571796846346472,75.01315341210632
2023-01-23,58.930710768527156,18.878671802824513,98.02254613709272
2023-01-24,59.76659309734045,24.181877878035586,101.59178350504912
2023-01-25,55.57542102182094,16.449373167882804,94.9133330887404
2023-01-26,59.44232510597456,19.2645307295973,98.22345854830154
2023-01-27,55.89796358741707,15.502784235127756,92.61907487864265
2023-01-28,37.69318954969974,-4.8769386034937625,74.80537502900029
2023-01-29,36.20914180078292,-4.273886361899251,74.02207043444385
2023-01-30,60.10030001461737,22.544762840089984,100.9933758872869
2023-01-31,60.95111768673529,24.720043228777065,98.43104070545392
2023-02-01,59.260042877943185,18.808001594717027,95.68565472342361
2023-02-02,63.24329441420457,26.286004564186033,102.70397364148825
2023-02-03,59.59486835603695,19.16725978697926,98.47393911580303
2023-02-04,40.85461122721753,3.2195070548919706,81.06085446565814
2023-02-05,39.33070414204991,3.282515634139182,78.40845251332932
2023-02-06,63.92452059274205,24.480395305090877,101.83201977940041
2023-02-07,64.80119314573135,22.48637509439099,103.41816673563362
2023-02-08,60.350200690640236,21.158779502305723,98.02450058336953
2023-02-09,64.43888007133354,25.848450546242862,100.45542314460288
2023-02-10,60.675469865872635,19.676473431949088,98.72897358011468
2023-02-11,41.388810038315505,1.0669890755527747,83.31425945769615
2023-02-12,39.81412400921381,1.0034484788900015,75.60083653168292
2023-02-13,65.0996790890812,24.985303711198533,103.58036603798645
2023-02-14,65.9912869153048,27.1816634314434,106.15208457403708
2023-02-15,63.00320328085331,23.056110427737124,101.3554579226078
2023-02-16,67.20356963025226,25.62928953575172,108.95284857376399
2023-02-17,63.331434401764085,20.647715023642228,103.03284124810844
2023-02-18,43.58345795006354,3.42679526845086,83.99774518663008
2023-02-19,42.036626053842866,4.597641605048443,81.43347741834233
2023-02-20,68.23506363551701,29.818257775732913,105.32497843142102
2023-02-21,67.62701304789678,28.75036608449141,109.17683034303475
2023-02-22,62.98113029930118,24.55032583705777,100.38477814586619
2023-02-23,67.43536597155516,28.245158776162754,107.02628102958855
2023-02-24,63.50794946680495,21.68491218792791,100.95311924337116
2023-02-25,42.948602966230645,3.820023522779554,81.77126957427537
2023-02-26,41.31803273632623,4.754535780968236,82.98975475443348
2023-02-27,68.52283174235967,29.513448614852383,108.99138110453067
2023-02-28,69.57507219393995,31.682354103005046,107.37317779214938
2023-03-01,67.43474328504195,28.404222759754916,108.09623167403774
2023-03-02,72.05819768818624,31.154588161492427,109.56037798455783
2023-03-03,67.97641018722001,27.110981570427228,105.83212386348748
2023-03-04,46.62932147388965,6.405717434212006,85.17003505327723
2023-03-05,44.938640746336,6.09539691352724,85.96323685108706
2023-03-06,73.17342901283804,34.99683116047773,113.33155335190281
2023-03-07,74.26203486821518,36.45028418397203,117.5250261000378
2023-03-08,69.23311393811582,32.18761062816238,107.12774828569079
2023-03-09,74.01134833824378,34.2939781699725,114.31758543094706
