Date,Forecast,Lower Confidence Bound (85%),Upper Confidence Bound (85%)
2023-01-01,373.29452797426876,65.18468192727003,673.1599559622168
2023-01-02,569.5556879719026,268.7187298642224,882.2924147339627
2023-01-03,572.2546132523502,268.61383011824597,878.2949864486812
2023-01-04,555.1534759133696,251.0140968155407,865.6825239596963
2023-01-05,568.8116710895926,269.4961952293342,879.4727696167605
2023-01-06,570.2003522135043,257.7738365339175,866.4996748804916
2023-01-07,394.37062024687015,100.60758710801605,699.6865448013926
2023-01-08,380.75162294336496,77.82477847548277,679.158851233146
2023-01-09,582.0117532520975,250.47785728290606,904.6688296724129
2023-01-10,584.7184698561747,284.2319283454174,909.0302881251188
2023-01-11,567.1200397256408,268.8162737369171,847.5144305506652
2023-01-12,581.0661184993953,268.0505440899818,865.85061423455
2023-01-13,582.4298926020153,273.5193933157219,906.0250853667877
2023-01-14,402.1045562248947,103.93174045334386,714.233787762002
2023-01-15,397.30050306286404,91.62796298941225,714.3118093041838
2023-01-16,603.5918337849107,299.4902998898858,895.0251900430645
2023-01-17,606.3385718147083,305.3204181807506,926.2076646996047
2023-01-18,588.2750789949393,272.8604889167365,893.2917257960281
2023-01-19,602.5412714684223,285.7385882122207,894.697295454165
2023-01-20,603.9123686520152,282.6768079696406,921.1682839277172
2023-01-21,409.72947620066816,103.32989205888514,703.908793335344
2023-01-22,395.33876487507,88.22060904347616,690.7097745657599
2023-01-23,606.596835805891,275.60363000210424,906.9519702829894
2023-01-24,609.3191350570479,308.1948714214919,920.8262121555193
2023-01-25,590.7261191426348,278.5391593501801,915.4916622508899
2023-01-26,605.2479649018833,306.3764630578573,900.6507756881622
2023-01-27,606.5619247574185,290.1830417579621,892.4870857947756
2023-01-28,417.24537961215174,93.13132525090654,707.8619983048069
2023-01-29,402.46881116206237,74.59038568470267,712.9614607437688
2023-01-30,618.7258518374215,330.53873544130437,933.4514097143214
2023-01-31,621.4559422035134,323.4958819921054,946.5337207912307
2023-02-01,609.4406872700907,315.85461624277025,923.1978341330602
2023-02-02,624.2738073454493,303.3582174433147,936.9554352638046
2023-02-03,625.5862509298013,306.7616577064633,916.2657176240672
2023-02-04,431.7974925735229,121.4956354486905,722.765813075763
2023-02-05,416.6584578987382,114.6787359318426,711.440036106614
2023-02-06,637.9378591301918,352.0708399807861,965.588991537555
2023-02-07,640.6991315666406,340.14598500324536,954.06076349433
2023-02-08,621.1349209168774,323.9566848796986,962.9186364538676
2023-02-09,636.255924560775,297.2344858678123,922.61337827624
2023-02-10,637.5434611263538,331.9030238228814,949.6484794833246
2023-02-11,439.2590988115657,140.19940208624823,720.6034489201526
2023-02-12,423.73420716450613,117.688134045414,711.6877550444398
2023-02-13,650.0125782044208,310.08745186549805,961.6003893421839
2023-02-14,652.7816419637788,359.09746467999264,976.8995212007666
2023-02-15,642.9200728225759,362.2625909554146,942.2682275998478
2023-02-16,658.3611901340604,334.13548318235274,952.8764286992845
2023-02-17,659.6560497798763,373.70637988788917,973.4329430598705
2023-02-18,458.622912075565,149.98812769777524,778.7937620600799
2023-02-19,444.3294916831932,146.2218840974672,753.2002088790048
2023-02-20,679.8613571767253,360.0932386268433,990.9846927662805
2023-02-21,674.640573037731,365.8002048079069,969.1570052825929
2023-02-22,656.13395999283,339.5971601586762,969.1138252194684
2023-02-23,674.52208266247,366.36109332875077,979.5046310733893
2023-02-24,678.1774425415617,376.0974792671771,1000.9796305772869
2023-02-25,467.1882549002745,170.06376383514353,761.3768323227562
2023-02-26,451.97552171815016,131.6486311405512,765.3545184019612
2023-02-27,698.4285269760027,402.2432122930962,997.5062426614268
2023-02-28,703.7018772028687,389.64941356722903,1015.4853979762721
2023-03-01,691.0174191813458,394.4645093733489,1009.8597800795229
2023-03-02,710.0826508230341,395.47728027101243,1011.7124709308117
2023-03-03,713.7273385701579,394.2245027238844,1016.3840928551642
2023-03-04,492.89706508915157,159.90024956823433,815.5810084315763
2023-03-05,476.87998321434026,166.53614329262837,769.9783356875062
2023-03-06,734.3690923337784,408.48591636055045,1034.1617705609033
2023-03-07,739.7036693359659,424.6626475601233,1057.911041732377
2023-03-08,719.0542019522875,409.46835187888684,1030.6905767700005
2023-03-09,738.7524477788087,439.50302577912726,1046.4129905355803
2023-03-10,742.3423686065736,420.68260517120643,1044.0607443637864
2023-03-11,511.62691449848705,220.0561617992083,829.3635570449371
2023-03-12,494.7613891436449,191.32895359450848,809.1260661732988
2023-03-13,763.2425147337348,454.29442276294066,1070.9539642179598
2023-03-14,768.5942311363382,457.3594743425347,1085.089547117403
2023-03-15,758.9582926925278,462.0795390228366,1066.2618786382257
2023-03-16,779.360429890246,457.01462110755523,1066.00345268979
2023-03-17,782.9664604853206,476.1510578656093,1095.4873802288919
2023-03-18,542.4366886329434,211.16984684175816,831.4610536783781
2023-03-19,524.7935928533303,197.71405780778196,809.9461922619059
2023-03-20,804.3376149278271,480.53726745559453,1115.7150399449395
2023-03-21,797.2451193640863,481.5431797433776,1099.3540210973408
2023-03-22,774.4087077149377,471.6000861266053,1059.9037304504643
2023-03-23,795.372990707203,480.7403002731772,1124.2556246232893
2023-03-24,798.8533848675028,506.72436790820643,1105.7533882277028
2023-03-25,548.3675467886176,244.76439126034643,865.8017805516728
2023-03-26,529.8051367149772,229.38334239029922,849.1985299253724
2023-03-27,820.2703164224336,519.9560363397321,1113.0004798100165
2023-03-28,825.6562968571516,517.3175920762702,1123.9865801096337
2023-03-29,801.7264088559002,498.53592137649764,1125.1619981747917
2023-03-30,823.3237070685489,523.7096054489451,1148.9297271659464
2023-03-31,826.7493342199497,532.8366242046493,1146.4510679954726
2023-04-01,586.6958434761923,296.6006466506285,904.6584174564789
2023-04-02,567.3931553612672,248.65481573627656,887.0194726028396
2023-04-03,868.9585289542257,569.2768374572767,1162.7895662912915
2023-04-04,874.4698080960246,581.5248583025096,1174.927807680828
2023-04-05,849.5546104429066,560.4796470844972,1153.2731782258718
2023-04-06,871.8930905634103,574.3079645724528,1186.4463740087272
2023-04-07,875.372117399362,572.4865161770956,1187.534102785805
2023-04-08,605.2240526210219,319.5391209773664,924.3858107882853
2023-04-09,585.0729195670835,279.46830795146525,911.0251009334671
2023-04-10,897.630319804272,601.8661367444383,1195.8805183693871
2023-04-11,903.1587309616057,601.7744998600319,1213.8955631481713
2023-04-12,877.1500569886404,566.1514196880812,1198.9095652080853
2023-04-13,900.1215523108954,597.5000294751445,1191.528527065936
2023-04-14,903.5458121394987,625.583809026411,1185.836968848724
2023-04-15,637.8164998825185,352.5279521128365,942.6742786308852
2023-04-16,616.8877914092936,318.6607838599993,934.3968459684947
2023-04-17,940.5080878034512,609.4363724123967,1261.5038854390657
2023-04-18,946.1245003999637,638.6863603004731,1253.5227131085885
2023-04-19,919.0932195309913,623.9055259644367,1225.1720793479728
2023-04-20,942.7685994786938,627.3427537591112,1246.574806400216
2023-04-21,931.4797961520411,640.8737152470012,1240.982059453145
2023-04-22,641.5613383578954,327.4802849196454,953.8959110162137
2023-04-23,619.7133156180003,306.6091136971795,937.3063588412895
2023-04-24,954.2547693214531,636.8808100363826,1281.5622706965885
2023-04-25,959.8174445098457,656.6171816597769,1271.160244516759
2023-04-26,931.6218178974196,628.1358743388702,1235.0360938376425
2023-04-27,955.8593436230392,670.9868964134175,1260.229155680244
2023-04-28,959.1740696440354,661.8146457039863,1256.4762145063385
2023-04-29,659.3704154183647,353.0762183006377,940.6182474832837
2023-04-30,636.6739479605487,333.36084180033754,958.8948313561451
2023-05-01,992.8785062692548,676.7887621061334,1280.254738082426
2023-05-02,998.5073005993631,704.9241174190126,1292.3393886694662
2023-05-03,969.2671847499033,672.3969064334921,1272.3085175200827
2023-05-04,994.186712825642,704.9128625395156,1309.6673096349512
2023-05-05,997.4956587529831,692.1088177592783,1297.7193435442953
2023-05-06,687.8557944771226,390.51132105459493,970.0334420567337
2023-05-07,664.3598690530273,380.8427248944785,968.4290387351482
2023-05-08,1020.9343640766442,741.6487978852055,1320.8797144622974
2023-05-09,1026.5802904229975,713.7480933360802,1325.588579051417
2023-05-10,996.2466982032079,686.4637117465227,1304.1413763965988
2023-05-11,1021.7992415099682,732.2646061984318,1348.8978246755757
2023-05-12,1025.053420427436,730.5515341999901,1304.3233701534762
2023-05-13,705.5283591852818,392.29052141885006,1001.8696000554659
2023-05-14,681.18398887886,376.6306128261727,969.274901191146
2023-05-15,1065.1805429460328,767.9604703718011,1390.62110137058
2023-05-16,1070.9144707358726,767.2806511484578,1368.3464454018635
2023-05-17,1039.5582715724768,726.7579051752923,1336.125429733473
2023-05-18,1065.8146995373925,731.0771146541366,1367.4323989329293
2023-05-19,1069.0849808720614,765.2059734136036,1377.1367901096453
2023-05-20,739.7455920906671,446.2807089290872,1031.121820707742
2023-05-21,695.6193296014617,392.48034234022595,998.240614345717
2023-05-22,1069.7247130375863,768.1345218017929,1356.656717984207
2023-05-23,1072.0930326352618,772.5138037028685,1397.3637101788015
2023-05-24,1036.7183248619026,719.4842351102601,1348.8851341934997
2023-05-25,1060.004664527431,756.3396502523588,1373.5618609472483
2023-05-26,1059.9128449739999,738.1281785782148,1365.0170748447754
2023-05-27,724.5897189757909,409.63667233051007,1040.6289624933029
2023-05-28,697.0208872072981,386.5270120833447,977.016504422192
2023-05-29,1074.066498131531,754.6631155265135,1373.8240955712256
2023-05-30,1076.4394003257667,764.6945879084423,1385.864975088456
2023-05-31,1040.7722015302977,715.6999464906119,1340.9344311056202
2023-06-01,1076.574091126806,764.7756617166709,1387.5480426603224
2023-06-02,1076.4813797532083,768.0357150697703,1374.5413051026696
2023-06-03,738.5278469472883,439.9519225085018,1041.0340306879534
2023-06-04,710.7458246218507,379.75309850858974,1020.8765306633506
2023-06-05,1090.7454206926657,789.2178457485041,1405.399027579352
2023-06-06,1093.1366631417093,792.6322827017668,1398.6474565592773
2023-06-07,1057.1907309827075,757.2517030253234,1362.0343237628927
2023-06-08,1080.8294753535777,745.3156315629489,1394.8561403000754
2023-06-09,1080.722114501349,770.0898036278496,1376.8446565091995
2023-06-10,740.1244172293694,439.24845394589994,1039.7525394314036
2023-06-11,712.1154466886313,391.5854582232804,1042.392458296745
2023-06-12,1095.055270247625,776.9555987138665,1410.5953608922468
2023-06-13,1097.45109526695,808.230023790946,1390.6554952271094
2023-06-14,1061.2126720615815,738.6128958760341,1378.4294080907794
2023-06-15,1102.297992294041,792.8954624647092,1418.372728541698
2023-06-16,1102.1949386075014,793.2386720213912,1386.8942126988575
2023-06-17,758.9720335546073,459.7725075641884,1060.53378564075
2023-06-18,730.7550714550896,419.91459877520515,1038.7810517336907
2023-06-19,1116.6540790914419,797.88465540023,1417.524079702389
