Date,Forecast,Lower Confidence Bound (85%),Upper Confidence Bound (85%)
2023-01-01,34.085135862349716,-3.1915783258433423,75.34679465456604
2023-01-02,55.20934011785733,17.32828964400211,93.91352808095768
2023-01-03,56.00041663944579,17.03987341500518,96.28603628190592
2023-01-04,52.215354366982204,14.757164468299848,90.77289892013883
2023-01-05,55.765974931170774,16.570855061086515,92.28467858353251
2023-01-06,52.566565702633135,14.888754940953161,92.08310458486
2023-01-07,36.00099932855501,-2.3262946785927823,75.76889782176892
2023-01-08,34.66928833492045,-2.6920296638120376,72.89573555139667
2023-01-09,56.4852310283916,13.29357456079051,98.91852572273676
2023-01-10,57.291242819070106,16.198435946921464,97.58917618594931
2023-01-11,53.37081059038228,15.234599525324013,92.52997987031691
2023-01-12,57.02685896987066,18.066929925980407,97.5335612635084
2023-01-13,53.712465625825594,15.604170047441146,92.92174549101313
2023-01-14,36.60049670405445,-5.168563823091962,75.63123523019414
2023-01-15,36.622252758371374,-2.0080427021620495,77.68821300166762
2023-01-16,59.136193012335525,20.651347495300666,100.18401343225275
2023-01-17,59.96339919459632,18.726971478508798,97.87835919157405
2023-01-18,55.913856132239786,18.229951614302955,95.16088997550136
2023-01-19,59.68159144955153,22.987702431015506,100.30751698045572
2023-01-20,56.25847311253468,15.993811469440105,96.16457401367497
2023-01-21,37.16456005255484,-0.6019590688916989,79.04415098175828
2023-01-22,35.73129119915642,-3.380208148127323,77.10312596328299
2023-01-23,58.930710768527156,21.015051529098727,97.92773626859281
2023-01-24,59.76659309734045,19.451828764831117,97.78842418735952
2023-01-25,55.57542102182094,16.584405853756905,92.34478778742358
2023-01-26,59.44232510597456,20.441190726105056,99.000247108906
2023-01-27,55.89796358741707,14.889220717067905,97.36125808700235
2023-01-28,37.69318954969974,-1.7872534477089204,73.5295673258477
2023-01-29,36.20914180078292,-2.408046534215041,76.65186677340746
2023-01-30,60.10030001461737,21.60158133444484,97.6411751547907
2023-01-31,60.95111768673529,20.157994032194765,99.19996281349817
2023-02-01,59.260042877943185,20.08506196634203,98.878752373775
2023-02-02,63.24329441420457,24.54019845957722,104.56319212956979
2023-02-03,59.59486835603695,21.819496310021673,98.15381838694569
2023-02-04,40.85461122721753,1.9410686231538183,79.01724189816063
2023-02-05,39.33070414204991,1.317930296396309,76.98309997119686
2023-02-06,63.92452059274205,24.762798159761623,102.50790085370895
2023-02-07,64.80119314573135,26.329366126234458,103.92997720955226
2023-02-08,60.350200690640236,22.16651527427034,98.24048632663687
2023-02-09,64.43888007133354,27.834491649830614,105.90667503466373
2023-02-10,60.675469865872635,22.332532833410454,100.13193090539919
2023-02-11,41.388810038315505,2.0206881038855022,80.65020874746145
2023-02-12,39.81412400921381,0.6906324120308013,78.60417805699444
2023-02-13,65.0996790890812,26.838328654473962,105.92397961709842
2023-02-14,65.9912869153048,26.190516576645997,104.0626571989773
2023-02-15,63.00320328085331,23.65416586762247,99.53166211969227
2023-02-16,67.20356963025226,30.34034119287636,108.42515229743827
2023-02-17,63.331434401764085,22.20838971299504,102.39351931886321
2023-02-18,43.58345795006354,1.1803871167311213,80.6535555296364
2023-02-19,42.036626053842866,2.0167751303554535,82.71687795453329
2023-02-20,68.23506363551701,29.333565458236112,108.09901710121713
2023-02-21,67.62701304789678,29.236378116418788,109.09610166804323
2023-02-22,62.98113029930118,23.951964388367003,102.53741372580677
2023-02-23,67.43536597155516,26.588257627672697,104.55856050894305
2023-02-24,63.50794946680495,20.964281188970027,103.57339960833707
2023-02-25,42.948602966230645,3.1140509653531017,82.52545142466526
2023-02-26,41.31803273632623,5.974923199389904,81.63954713424845
2023-02-27,68.52283174235967,29.938855557169894,108.35872795824426
2023-02-28,69.57507219393995,29.512343386348117,107.22585259881124
2023-03-01,67.43474328504195,27.74309425816559,108.36250474226905
2023-03-02,72.05819768818624,35.41779574262427,113.96468771923833
2023-03-03,67.97641018722001,31.31593870455692,108.5846754955868
2023-03-04,46.62932147388965,6.2112935111472085,83.24833189997744
2023-03-05,44.938640746336,4.814494631075861,84.86290617163142
2023-03-06,73.17342901283804,33.314702830672346,112.82249823191202
2023-03-07,74.26203486821518,33.50449507697767,112.08943416372973
2023-03-08,69.23311393811582,29.973024717880264,110.58742087169986
2023-03-09,74.01134833824378,37.93062339746479,115.75994959620918
2023-03-10,69.76075110713435,31.05268681789892,109.55981602787276
2023-03-11,47.61148144710791,8.917589383061067,89.1455445637552
2023-03-12,45.846251487993,4.74708478965179,85.08381604007481
2023-03-13,75.09659037869551,37.12716885848333,114.74116456708136
2023-03-14,76.2071230035136,37.46950390075192,112.89361163145071
2023-03-15,72.82917741897948,32.35097358354072,112.31944703855656
2023-03-16,77.77138103547905,42.27631373964035,118.00671796873682
2023-03-17,73.3611632454694,33.4924487773482,111.5534103576
2023-03-18,50.4189016570807,10.244708028987887,88.73673425365656
2023-03-19,48.588311614196414,10.44130301248781,85.38282198187166
2023-03-20,78.86339039913115,40.84258255317198,117.3346217011585
2023-03-21,78.10019045045989,37.889277172706684,117.95268297545486
2023-03-22,72.67379263037351,29.986698684014016,112.97147424061282
2023-03-23,77.76158717940724,36.77190433219125,116.82743925450335
2023-03-24,73.1733705109499,33.437261265842174,112.69030296432551
2023-03-25,49.41973866342765,12.860138244061535,89.75095804610953
2023-03-26,47.505410265110406,6.938711832831859,87.70713698415896
2023-03-27,78.78685073525334,36.79202471564401,120.51726450312944
2023-03-28,79.94123671120991,40.50581783175294,118.7131372925302
2023-03-29,74.3161003819079,35.93346059422819,113.60484741766331
2023-03-30,79.55867496801821,40.95421384130583,119.96391681910269
2023-03-31,74.8016485256789,35.99715098165826,110.99576552237198
2023-04-01,56.64989180141915,17.6399401264078,96.14754483918428
2023-04-02,54.6903509618794,15.686076096629916,94.52295571935385
2023-04-03,87.01667903139325,47.137248841462856,126.18618727866632
2023-04-04,88.22232831051532,50.04477735451394,130.3605616164156
2023-04-05,82.42779012506017,43.05662689533641,120.89501213032031
2023-04-06,87.85448135757532,48.01619753079388,128.18441783472224
2023-04-07,82.95798181440739,45.87971655506989,122.51218496712953
2023-04-08,57.62932455888546,19.212907483617716,96.80365845555542
2023-04-09,55.59523437940579,15.482141914287954,95.10242578442396
2023-04-10,88.93711266107537,49.173330603921116,129.29332472707262
2023-04-11,90.16468860575156,49.89203984262759,130.36277492282815
2023-04-12,84.17141200179957,45.639305338584094,123.02125971402118
2023-04-13,89.75288320072995,51.03868300360965,129.46950699946547
2023-04-14,84.68757396074952,46.1527848297865,124.17629378864888
2023-04-15,60.69131183394443,21.952795646435863,102.23418945412648
2023-04-16,58.59186153797822,14.633516195659183,96.77205046688205
2023-04-17,92.95847924603255,53.71412970238432,134.03207951341125
2023-04-18,94.21717095658829,54.87888491010975,133.03986386266007
